True,trizol_depth,ivt_depth,trizol_median,ivt_median,ks_stat,ks_pval,ks_effect_size,u_stat,u_pval,u_effect_size
3012,1641.0,52645,6.0,6.0,0.0380018299477447,0.019612745206429975,0.0009526109644005523,44372029.5,0.033675729430675275,0.5136219578449909
3013,1641.0,52645,25.0,26.0,0.04429191214375616,0.003737826296292938,0.001110287615107654,40950057.5,0.0003278948481710117,0.47401141989718887
3014,1641.0,52645,7.0,13.0,0.1460152335133822,4.454589507169648e-30,0.0036602372203028547,35914568.0,1.9231620970825978e-32,0.41572384538591045
3015,1641.0,52645,161.0,191.0,0.11134646892952105,1.1428546020914602e-17,0.0027911778799968577,36662943.0,1.4802005222813872e-25,0.42438655108212486
3016,1641.0,52645,38.0,34.0,0.08266463959063991,6.268454222122991e-10,0.0020721960534676033,46293154.0,6.616902389339717e-07,0.535859654386547
3017,1641.0,52645,18.0,25.0,0.10130196690154802,1.0681719851353208e-14,0.0025393873010445267,38003907.0,5.848456647961111e-17,0.43990868434582087
3018,1641.0,52645,36.0,35.0,0.01789548601121338,0.6843124568115109,0.00044859513899725466,43609963.0,0.5070203421486794,0.5048007681868059
3019,1641.0,52645,6.0,6.0,0.03402426043759821,0.049088245820880234,0.0008529032310561017,43458207.0,0.5954837954678093,0.5030441387354817
3020,1641.0,52645,21.0,21.0,0.03650022870006053,0.02806262919539939,0.0009149695714816204,41904380.0,0.03863926180332245,0.4850580408516243
3021,1641.0,52645,12.0,12.0,0.037024754300084894,0.024802300747433625,0.0009281181182326339,41925592.0,0.03684671788684795,0.48530357726482365
3022,1641.0,52645,18.0,18.0,0.043637812028865075,0.004493761942617339,0.001093890958890895,41883685.5,0.03575041397735422,0.48481849468422117
3023,1641.0,52645,33.0,36.0,0.04183760136899395,0.007355560972856949,0.0010487641738075948,41507965.5,0.006880093526346566,0.480469402605809
3024,1641.0,52645,49.0,57.0,0.08048871608428454,1.9539029967868353e-09,0.0020176510856936493,38783502.5,1.698313204124163e-12,0.44893277838770246
3025,1641.0,52645,17.0,18.0,0.044795833613312186,0.003237294107515724,0.0011229196677681706,41925122.5,0.040728970444141734,0.4852981426360288
3026,1641.0,52645,89.0,93.0,0.03282900093870336,0.06340212034380589,0.000822941060668075,42878735.0,0.612658190646854,0.4963365450889852
3027,1641.0,52645,20.0,23.0,0.07156850505863233,1.5043310105722245e-07,0.0017940436741693182,39483177.0,2.4999611854729826e-09,0.45703175854690875
3028,1641.0,52645,7.0,12.0,0.07778286128749534,7.70054934196839e-09,0.0019498220640112292,38929109.5,2.2126742277501337e-12,0.45061823098607723
3029,1641.0,52645,48.0,51.0,0.06523324425519517,2.413816231818202e-06,0.001635234508610978,41187116.0,0.001315099342026679,0.4767554559997926
3030,1641.0,52645,16.0,14.0,0.051247380424999545,0.000445053274991372,0.0012846438331204114,45138869.0,0.001433205779793271,0.522498396668752
3031,1641.0,52645,22.0,28.0,0.11021067202512969,2.5584344875005253e-17,0.002762706288340793,36674007.5,1.7104383314820613e-25,0.4245146265886233
3032,1641.0,52645,25.0,25.0,0.09955169231967725,3.292845582298356e-14,0.0024955122887176362,44725659.0,0.013942483154800447,0.5177153445615427
3033,1641.0,52645,21.0,22.0,0.049879659723942815,0.0006930695391821769,0.0012503584911288325,41023853.5,0.0005058630246698016,0.4748656347354155
3034,1641.0,52645,23.0,23.0,0.02700054386801687,0.19351298315555093,0.0006768361989098747,42765545.5,0.4917115558416605,0.4950263365352499
3035,1641.0,52645,15.0,14.0,0.05179653837875242,0.0003712880277862949,0.001298409851458268,44878994.5,0.006290689100637154,0.5194902572848189
3036,1641.0,52645,36.0,41.0,0.07659234768382084,1.3871670402521181e-08,0.0019199788613631513,40097170.0,7.141528444071598e-07,0.46413894499559527
3037,1641.0,52645,16.0,16.0,0.030016652883313677,0.11164910227815039,0.0007524425189673541,43014479.5,0.7720337624082612,0.4979078357566048
3038,1641.0,52645,27.0,31.0,0.08866756039976409,2.3267189910680592e-11,0.0022226742854123075,40255104.0,2.459323380222428e-06,0.46596708698514056
3039,1641.0,52645,33.0,38.0,0.07846720780289995,5.467715145536944e-09,0.0019669769219462334,39202956.0,1.688037056054966e-10,0.45378810121883273
3040,1641.0,52645,20.0,22.0,0.06582524259482625,1.8827730171396707e-06,0.0016500744284257594,39364330.0,8.666530473512821e-10,0.4556560624268112
3041,1641.0,52645,35.0,35.0,0.029889821727391297,0.11439755093239706,0.0007492631786586007,42448578.5,0.22985437372344186,0.49135733124189834
3042,1641.0,52645,14.0,13.0,0.04263035107644142,0.00593589138815782,0.0010686364290220995,45169147.5,0.0015509295309583243,0.5228488810307668
3043,1641.0,52645,15.0,13.0,0.08199433397987477,8.926151894069798e-10,0.00205539316594371,47489837.5,2.814656539289238e-12,0.5497116897592089
3044,1641.0,52645,19.0,19.0,0.02236871218802028,0.39955260774971263,0.0005607277470355869,42795031.0,0.5198039649345767,0.4953676416413875
3045,1641.0,52645,38.0,37.0,0.036699278490810006,0.026783310264783023,0.000919959252594091,42964538.0,0.7119952158528694,0.49732974520503975
3046,1641.0,52645,19.0,20.0,0.051468909553597064,0.00041377582032819314,0.001290197015088919,41354191.0,0.003171105358690115,0.4786894083020408
3047,1641.0,52645,6.0,8.0,0.10858243640254428,8.006412412137971e-17,0.0027218904879218325,37501921.0,2.2543745303161665e-21,0.43409801859453323
3048,1641.0,52645,23.0,25.0,0.04103291747137083,0.009106675853378843,0.001028592758251912,41569663.5,0.009174896731956693,0.48118357880897594
3049,1641.0,52645,15.0,14.0,0.034196455406613535,0.04727594786791594,0.0008572197288596068,44617749.5,0.02221271869345697,0.5164662538779607
3050,1641.0,52645,8.0,10.0,0.03461131610098783,0.043146014948494155,0.0008676192503222104,41289603.0,0.001710331653029359,0.4779417793252483
3051,1641.0,52645,132.0,150.0,0.09346876266235227,1.4142851713264223e-12,0.0023430284347765716,38022329.0,1.2887166348024606e-16,0.44012192552081425
3052,1641.0,52645,26.0,31.0,0.08068323991154347,1.7672553856833754e-09,0.002022527312205342,39148663.5,9.27783735829019e-11,0.4531596463011621
3053,1641.0,52645,19.0,18.0,0.04063996892248907,0.010092407030260835,0.0010187425195495974,43764928.0,0.36127502398503053,0.506594542949744
3054,1641.0,52645,24.0,26.0,0.04152480057256325,0.007996164819596217,0.001040923039084271,41262492.5,0.0019703899167306535,0.4776279656853255
3055,1641.0,52645,27.0,30.0,0.08222428996632669,7.909406033693092e-10,0.0020611575881919245,38746779.0,1.0986442664469596e-12,0.4485076908678963
3056,1641.0,52645,23.0,25.0,0.05309298962402614,0.0002402070880285877,0.00133090864619412,40258586.5,2.6125948937227162e-06,0.46600739815612713
3057,1641.0,52645,12.0,8.0,0.024876466373104034,0.27492758952418234,0.0006235908811535252,44172811.0,0.09683385922442125,0.5113159331451528
3058,1641.0,52645,14.0,13.0,0.019065152401981478,0.6055109122174751,0.0004779157540852299,42809654.0,0.5357563482462456,0.4955369080457914
3059,1641.0,52645,49.0,58.0,0.10436650719879964,1.4192415065421157e-15,0.0026162076723798937,37178159.0,6.253247540427092e-22,0.4303503587694218
3060,1641.0,52645,15.0,17.0,0.05670451170844182,6.746650236426371e-05,0.001421440484806099,39978449.0,2.411617864295566e-07,0.4627647073701264
3061,1641.0,52645,6.0,6.0,0.00550023790246712,0.9999999999009769,0.00013787722696266178,43046037.5,0.7662590918288801,0.498273130784313
3062,1641.0,52645,54.0,64.0,0.10519097337674327,8.161418053918496e-16,0.0026368749802954993,37321669.0,5.689054651314174e-21,0.4320115378500481
3063,1641.0,52645,27.0,30.0,0.06373783582200554,4.47649124680369e-06,0.0015977483540844106,39831983.5,7.069614827937196e-08,0.46106931733017464
3064,1641.0,52645,10.0,19.0,0.12855077896635447,2.0789228463958023e-23,0.0032224469635796773,36568895.0,2.9022359196437008e-27,0.42329791217072676
3065,1641.0,52645,38.0,36.0,0.09310975305197235,1.7526564829721748e-12,0.0023340289604974816,45277523.5,0.0008388287811692701,0.524103371617081
3066,1641.0,52645,16.0,17.0,0.02774182955071014,0.16998075174742072,0.0006954183795590112,42104242.0,0.07840582118203746,0.48737151429188724
3067,1641.0,52645,23.0,25.0,0.07377696688563185,5.381638145724497e-08,0.0018494042963749517,39071874.5,4.1466857884179536e-11,0.45227078642782775
3068,1641.0,52645,22.0,26.0,0.0786799859637255,4.912487090788187e-09,0.0019723107390088885,39136657.0,8.348600050049919e-11,0.45302066681101133
3069,1641.0,52645,32.0,36.0,0.0736153170642887,5.808330466877904e-08,0.0018453521390862993,38841701.0,3.2667317387656384e-12,0.4496064466388615
3070,1641.0,52645,14.0,13.0,0.07602609293192086,1.829455835437054e-08,0.0019057842689962686,46312787.5,5.596881356796863e-07,0.5360869191031485
3071,1641.0,52645,6.0,6.0,0.06863140941107548,5.623967970024957e-07,0.0017204180218993324,40173703.0,2.170618314126264e-07,0.4650248415782556
3072,1641.0,52645,59.0,65.0,0.07951601592051072,3.216329573416289e-09,0.001993267921978657,38433368.5,2.589585371137123e-14,0.4448798533217418
3073,1641.0,52645,15.0,16.0,0.05233181748282456,0.00031059293971627815,0.001311827961698085,41325233.0,0.0024569533157620294,0.47835420919524146
3074,1641.0,52645,18.0,17.0,0.028852994101373153,0.13901434399478851,0.0007232724996282374,43956248.5,0.22281455796902716,0.5088091455021444
3075,1641.0,52645,27.0,33.0,0.10801405178547235,1.1875667094111997e-16,0.0027076425051545854,37293993.5,3.689907456633295e-21,0.43169118413500474
3076,1641.0,52645,6.0,7.0,0.09605278685623164,2.947330391816007e-13,0.0024078034675250114,38742567.5,4.7468224091569443e-14,0.4484589412637011
3077,1641.0,52645,37.0,37.0,0.024777543396147572,0.2792509666191776,0.0006211111291887001,43390407.5,0.754847332485213,0.5022593355086896
3078,1641.0,52645,8.0,10.0,0.06010731858135465,1.8891504487025437e-05,0.0015067403543474263,40049927.0,2.517147775137613e-07,0.46359209053732736
3079,1641.0,52645,44.0,49.0,0.07850540647174581,5.3637251423513654e-09,0.00196793446717019,38569701.5,1.3619639364987508e-13,0.4464579560853055
3080,1641.0,52645,17.0,19.0,0.06798143012227797,7.473750075442716e-07,0.0017041246645006706,39696588.5,1.9563742088017496e-08,0.4595020722488465
3081,1641.0,52645,30.0,33.0,0.06740439871562187,9.598194181754758e-07,0.0016896599283145464,39609314.5,9.641704089799738e-09,0.45849184478677013
3082,1641.0,52645,21.0,22.0,0.04769918710338858,0.0013699098334773415,0.001195699488423663,40675981.0,5.4980369812890447e-05,0.47083888733296836
3083,1641.0,52645,8.0,7.0,0.034900699955880576,0.04045431441003442,0.0008748733808067264,44364521.0,0.04906590458325259,0.5135350442980123
3084,1641.0,52645,7.0,10.0,0.09903554727609054,4.5722174478341726e-14,0.0024825738215854534,38148338.5,1.2190777723787343e-16,0.44158053011533854
3085,1641.0,52645,62.0,67.0,0.061108714048179746,1.2806943538509492e-05,0.0015318428376412659,39964482.5,2.365945439689784e-07,0.46260304018575205
3086,1641.0,52645,48.0,56.0,0.0941069698159327,9.639238829764419e-13,0.0023590266941471223,37993277.0,8.661291701791465e-17,0.4397856383307205
3087,1641.0,52645,13.0,15.0,0.05862732851995378,3.316379952999194e-05,0.001469640699893076,40325335.5,4.0586830693958914e-06,0.46678004147333657
3088,1641.0,52645,15.0,16.0,0.048697862361977706,0.0010064720887591743,0.0012207337828909488,41024036.0,0.0004901512318165086,0.4748677472375562
3089,1641.0,52645,14.0,14.0,0.017788448710965632,0.6915032257080069,0.0004459119812136414,42535919.5,0.29017923387954103,0.4923683342527058
3090,1641.0,52645,9.0,12.0,0.0643138254467841,3.534745818566815e-06,0.0016121869754007923,39417036.0,7.987396717654572e-10,0.4562661530450503
3091,1641.0,52645,12.0,12.0,0.0570574789839316,5.932559953400921e-05,0.0014302884928406728,40827356.0,0.00012445316494226661,0.47259110657434394
3092,1641.0,52645,24.0,24.0,0.02148910102268836,0.45042370896555967,0.000538678092014854,43658272.0,0.4586351818303388,0.5053599619726464
3093,1641.0,52645,50.0,50.0,0.025207938215852432,0.2607936867525867,0.0006319000523757106,43164139.5,0.9603431485715983,0.49964020326553477
3094,1641.0,52645,12.0,12.0,0.01606714724064684,0.8028784403640664,0.00040276325243086375,42745670.0,0.46242117733006083,0.49479627058293313
3095,1641.0,52645,45.0,55.0,0.12239134779315008,2.9344363731985022e-21,0.0030680454077037273,36222847.0,6.886328223860016e-29,0.4192922840020097
3096,1641.0,52645,21.0,25.0,0.08514587463926138,1.6522200755222164e-10,0.0021343944190679426,38699786.5,4.597411948136167e-13,0.44796373603585443
3097,1641.0,52645,21.0,19.0,0.024688945635133616,0.2831643565220232,0.0006188902045995608,43390902.0,0.753910385344388,0.5022650595213394
3098,1641.0,52645,29.0,27.0,0.035281170272939255,0.03713886907113435,0.0008844108214025458,43992824.0,0.20151225644001947,0.5092325198695296
3099,1641.0,52645,23.0,30.0,0.10490734247288577,9.87741267753357e-16,0.0026297650619250146,37827814.0,6.8356375688400465e-18,0.4378703454994357
3100,1641.0,52645,26.0,29.0,0.06333746747108437,5.268618581482774e-06,0.001587712119476474,39748014.5,3.451640834855674e-08,0.4600973464137151
3101,1641.0,52645,68.0,77.0,0.0678756545356376,7.825727080738958e-07,0.0017014731347259706,40981223.5,0.00039525914354989486,0.47437217738605236
3102,1641.0,52645,70.0,68.0,0.060996120577918075,1.3383396211344975e-05,0.0015290204005523503,44053580.5,0.16970415958325935,0.5099357978767212
3103,1641.0,52645,57.0,72.0,0.1062858977054697,3.8880071112794625e-16,0.002664321998561934,37801269.5,6.225733465899988e-18,0.4375630835099877
3104,1641.0,52645,42.0,46.0,0.05707712236000173,5.8901181272581896e-05,0.0014307809032179622,40622178.5,3.853479314180466e-05,0.4702161043388537
3105,1641.0,52645,16.0,13.0,0.06332465355398964,5.296074195856724e-06,0.0015873909065786179,45863284.0,1.3372618393165337e-05,0.5308837568784371
3106,1641.0,52645,32.0,36.0,0.040892485274268475,0.009448455872189348,0.0010250724738103858,41556581.5,0.008687243394221007,0.48103215002538763
3107,1641.0,52645,6.0,6.0,0.07100604702290858,1.9447946695924186e-07,0.0017799442559943935,40111086.0,3.130197301944993e-14,0.4643000276245828
3108,1641.0,52645,143.0,162.0,0.06016788083450658,1.8455926665411304e-05,0.0015082584987752253,40937401.0,0.0003042925985421713,0.47386491642681083
3109,1641.0,52645,15.0,15.0,0.02283380991960393,0.3741002832300686,0.0005723865855503019,43028136.5,0.787653742641441,0.4980659203688556
3110,1641.0,52645,27.0,21.0,0.06839896472347146,6.22790804217044e-07,0.0017145912141289504,46188563.0,1.6147045231866687e-06,0.5346489765158635
3111,1641.0,52645,15.0,14.0,0.061844952876443704,9.584000604661088e-06,0.0015502985062547528,45673106.5,6.577915560497958e-05,0.5286823849558826
3112,1641.0,52645,25.0,27.0,0.06483534145471759,2.8489442592202575e-06,0.001625260079194767,40602892.5,3.355868512234236e-05,0.4699928620578352
3113,1641.0,52645,48.0,45.0,0.04509892268757271,0.002966802146131344,0.0011305173538724345,45016264.5,0.003545765820570054,0.521079206155264
3114,1641.0,52645,38.0,63.0,0.17201806287720828,1.4038399642976256e-41,0.0043120632084586545,33676885.0,2.1258040326584463e-52,0.38982187208319163
3115,1641.0,52645,27.0,6.0,0.19781957368086256,7.514583279220314e-55,0.004958842643118987,51781976.0,4.979526973090513e-50,0.5993947131537521
3116,1641.0,52645,18.0,17.0,0.05905671628384368,2.8208816260200265e-05,0.0014804043787060017,44481134.0,0.03773420105423968,0.5148848810768367
3117,1641.0,52645,27.0,33.0,0.12575953278166352,2.0187336080721713e-22,0.003152477393073886,36857564.5,3.672300535771199e-24,0.42663936387872525
3118,1641.0,52645,21.0,24.0,0.07884417078763739,4.522008437011919e-09,0.001976426442480582,39054808.5,3.447067509544319e-11,0.4520732414331238
3119,1641.0,52645,20.0,19.0,0.054844954207609375,0.00013109406067785895,0.0013748260226430368,45064667.0,0.0027305294301131393,0.5216394822367219
3120,1641.0,52645,9.0,11.0,0.030667905461072675,0.09838158743394172,0.000768767794540147,41888758.5,0.031587963375319016,0.48487721645605597
3121,1641.0,52645,50.0,53.0,0.04048065732269346,0.010518856676290083,0.0010147489756352603,41318284.0,0.0026777951217058274,0.47827377205893545
3122,1641.0,52645,20.0,26.0,0.1318083498701737,1.3748579538593944e-24,0.0033041061301134346,35130625.5,3.9454058273842177e-38,0.4066494332793401
3123,1641.0,52645,18.0,21.0,0.06681781764175426,1.2350636553043479e-06,0.0016749558058224321,39415740.5,1.433461944612354e-09,0.45625115717368975
3124,1641.0,52645,10.0,13.0,0.08466964141694144,2.1406388581452852e-10,0.0021224564416121834,38862860.5,1.705596671152785e-12,0.44985137534596564
3125,1641.0,52645,21.0,17.0,0.07636411642514407,1.5512450110568248e-08,0.001914257673732624,47099159.5,3.900060386642187e-10,0.5451894535327373
3126,1641.0,52645,34.0,42.0,0.12813811758927734,2.9184913391724474e-23,0.0032121025735087558,36197961.0,4.375266602329354e-29,0.4190042197374953
3127,1641.0,52645,25.0,26.0,0.05208343353249312,0.0003374906652747329,0.001305601596420618,42208868.0,0.11388286397906962,0.4885825972999676
3128,1641.0,52645,17.0,18.0,0.032488627648578516,0.06808022894396486,0.0008144087523921874,42378153.0,0.18974870753296424,0.49054213113498835
3129,1641.0,52645,12.0,12.0,0.017144500181704103,0.73433511777382,0.0004297697998942771,42710037.0,0.4301602766296829,0.49438380598687737
3130,1641.0,52645,11.0,11.0,0.018894693736095425,0.6169546092289572,0.00047364278106462983,43701560.0,0.407672552073557,0.5058610359050703
3131,1641.0,52645,54.0,66.0,0.13048581935189707,4.175525088181808e-24,0.003270953593138319,35457099.0,3.4267225118470945e-35,0.4104284796773532
3132,1641.0,52645,16.0,16.0,0.017552681896707445,0.7072840124766169,0.00044000189602529734,43386683.0,0.756285477451089,0.5022162231019878
3133,1641.0,52645,24.0,27.0,0.058932582185448945,2.9563444329618195e-05,0.001477292646893365,40495164.0,1.5569958835403568e-05,0.4687458665133627
3134,1641.0,52645,57.0,66.0,0.10200812138425724,6.7447845717965115e-15,0.0025570888302528408,37853327.5,1.2832741918383099e-17,0.438165673298708
3135,1641.0,52645,13.0,15.0,0.07160420345097185,1.4799091035527538e-07,0.0017949385437058872,40179480.0,1.018842296979289e-06,0.4650917123994442
3136,1641.0,52645,38.0,33.0,0.0712311876620152,1.755238039938758e-07,0.0017855879695113483,46610080.5,4.6690527090242125e-08,0.5395281908780537
3137,1641.0,52645,8.0,12.0,0.1072567573879264,2.0016537781667211e-16,0.002688659026007045,38061937.5,2.3706192038456124e-17,0.44058040793747505
